43128094491436101   000  139.46101379   2.62550998             1004     0.7835  4.0   AAK  [OIII],Hb,Hg,Hd,[OII],[NeIII]
43128094491436101   001  139.43429565   2.62108994             3002   -99.0000  9.0   AAK  single_line?
43128094491436101   002  139.42953491   2.61840010             2001   -99.0000  0.0   AAK  nothing?
43128094491436101   003  139.48262024   2.61405993             1011   -99.0000  0.0   AAK  nothing?
43128094491436101   004  139.47615051   2.61171007             1012     0.0275  4.0   AAK  Ha,[NII],[OIII],Hb,[SII],cant_zoom_in
43128094491436101   005  139.43284607   2.60997009             3001   -99.0000  0.0   AAK  nothing?
43128094491436101   006  139.41511536   2.60730004             2003     0.6345  4.0   AAK  [OIII],HA,Hb,Hg,Hd,He,[OII],[NeIII],[NeV]
43128094491436101   007  139.44407654   2.60503006             1009     0.7830  4.0   AAK  [OIII],[OII]
43128094491436101   008  139.44407654   2.59828687         SERENDIP   -99.0000  0.0   AAK  nothing?
43128094491436101   009  139.43733215   2.59980011             1006     0.8160  4.0   AAK  [OIII],Hb,Hg,Hd,[NeIII],[OII]
43128094491436101   010  139.43426514   2.59457994             1007     0.7810  9.0   AAK  [OII]?,[OIII]?
43128094491436101   011  139.49035645   2.58868003             3004   -99.0000  0.0   AAK  nothing?
43128094491436101   012  139.45408630   2.58569002             1005   -99.0000  0.0   AAK  nothing
43128094491436101   013  139.47027588   2.58246994             1000   -99.0000  0.0   AAK  nothing
43128094491436101   014  139.45594788   2.57915998             1003     0.8055  4.0   AAK  [OIII],Hb,Hg,[OIII]4363,Hd,He,Hf,[NeIII],[OII]
43128094491436101   015  139.44325256   2.56748009             3000     0.3180  4.0   AAK  Ha,[NII],[OII],CaH,CaK,G,NaI
43128094491436101   016  139.42543030   2.55976009             1013     0.7815  4.0   AAK  [OIII],Hb,Hg,[NeIII],[OII]
43128094491436101   017  139.42419434   2.54743004             3008   -99.0000  0.0   AAK  nothing
43128094491436101   018  139.42420959   2.53799009             3006   -99.0000  0.0   AAK  nothing
