41099882085246065   000  176.76466370  -1.43949997             2004     0.1315  3.0   AAK  Ha,[NII],maybe_edge_effect?
41099882085246065   001  176.77111816  -1.46996999             1002   -99.0000  0.0   AAK  nothing
41099882085246065   002  176.77392578  -1.46939003             2007   -99.0000  0.0   AAK  nothing
41099882085246065   003  176.77613831  -1.46939003         SERENDIP   -99.0000  0.0   AAK  check;specpro_viewing_issue
41099882085246065   004  176.78106689  -1.46896994             2000     0.6810  4.0   AAK  [OIII],Hb,Hb,[OII]
41099882085246065   005  176.78608704  -1.43498003             2006     0.6635  4.0   AAK  [OIII],Hb,[OII],check_specpro_viewing_issue
41099882085246065   006  176.79460144  -1.49941003             1001     0.9150  9.0   AAK  [OII]
41099882085246065   007  176.79801941  -1.41240001             1000   -99.0000  0.0   AAK  nothing?;check_specpro_viewing_issue
41099882085246065   008  176.80027771  -1.45576000             1006     0.3020  9.0   AAK  Ha?
41099882085246065   009  176.81024170  -1.45597994             1014     0.7660  4.0   AAK  [OIII],Hb,[OIII]4363,Hg,Hd,He,Hf,[NeIII],[OII]
41099882085246065   010  176.81347656  -1.47485006             1011   -99.0000  0.0   AAK  nothing
41099882085246065   011  176.81651306  -1.45381999             1010   -99.0000  0.0   AAK  nothing?
41099882085246065   012  176.82522583  -1.49539006             1007   -99.0000  0.0   AAK  nothing
41099882085246065   013  176.83212280  -1.42600000             1016   -99.0000  0.0   AAK  nothing?
41099882085246065   014  176.84344482  -1.42600000         SERENDIP   -99.0000  0.0   AAK  nothing?
41099882085246065   015  176.83940125  -1.47770000             2010   -99.0000  0.0   AAK  nothing?
41099882085246065   016  176.85163879  -1.47770000         SERENDIP   -99.0000  0.0   AAK  nothing
41099882085246065   017  176.84326172  -1.47988999             3001   -99.0000  0.0   AAK  nothing
41099882085246065   018  176.85321045  -1.48512006             1012     1.3085  9.0   AAK  [OII]?
